"term","estimate","std.error","conf.low","conf.high","model","support"
"SIC mean",-0.0857020827917629,0.0522034915642136,-0.188019046124862,0.0166148805413364,"Teve     (fishing)","Not supported"
"log chla mean",-0.0411734604641937,0.0297912576214563,-0.0995632524564023,0.017216331528015,"Teve     (fishing)","Not supported"
"Depth",0.19083834593109,0.0374320652094038,0.117472846253704,0.264203845608477,"Teve     (fishing)","Supported"
"log fish. eff.",0.00115880439893248,0.0242352537871039,-0.046341420179979,0.048659028977844,"Tric     (fishing)","Not supported"
"SBT mean",0.307105678976261,0.0861591302898219,0.138236886668916,0.475974471283606,"Tric     (fishing)","Supported"
"SBT SD",0.0157019073332058,0.0399709116867321,-0.0626396400020202,0.0940434546684319,"Tric     (fishing)","Not supported"
"SST SD",-0.0777141652758913,0.0368128311238746,-0.149865988447641,-0.00556234210414197,"Tric     (fishing)","Supported"
"SIC mean",0.0279325543673368,0.063286740412106,-0.0961071775393266,0.151972286274,"Tric     (fishing)","Not supported"
"log chla mean",0.00624014554553034,0.0303829714687112,-0.0533093842764517,0.0657896753675123,"Tric     (fishing)","Not supported"
"Depth",-0.0530205176736648,0.0375073746056202,-0.126533621055333,0.0204925857080031,"Tric     (fishing)","Not supported"
"SBT mean",-0.0567587117095018,0.043667500465634,-0.14234543991703,0.0288280164980268,"Feve","Not supported"
"SBT SD",-0.0896141563535075,0.0296028255122229,-0.147634628198088,-0.0315936845089273,"Feve","Supported"
"SST SD",0.0161734277881956,0.02482717466984,-0.0324869404025759,0.0648337959789672,"Feve","Not supported"
"SIC mean",-0.0554143910271419,0.0430541260219701,-0.139798927416052,0.0289701453617681,"Feve","Not supported"
"log chla mean",0.00326324340471192,0.0219075272432121,-0.0396747209823139,0.0462012077917377,"Feve","Not supported"
"Depth",-0.044851521519798,0.0255364576406718,-0.0949020587882474,0.00519901574865138,"Feve","Not supported"
"SBT mean",0.149797776844087,0.0435149974691118,0.0645099490172765,0.235085604670898,"Fric","Supported"
"SBT SD",-0.00778214170865016,0.0266954915639901,-0.0601043437236637,0.0445400603063634,"Fric","Not supported"
"SST SD",0.047362871971474,0.0219105432309893,0.00441899635702705,0.0903067475859209,"Fric","Supported"
"SIC mean",-0.0336687850285501,0.0374652486978112,-0.107099323148096,0.0397617530909959,"Fric","Not supported"
"log chla mean",0.00337400023762135,0.0184599090043518,-0.0328067565687948,0.0395547570440375,"Fric","Not supported"
"Depth",-0.123256675500338,0.0238185742629217,-0.169940223218757,-0.0765731277819189,"Fric","Supported"
"SBT mean",0.139674342693824,0.042398943258227,0.0565739409251422,0.222774744462507,"Teve","Supported"
"SBT SD",-0.0066757110478121,0.0292473546416523,-0.0639994727885209,0.0506480506928967,"Teve","Not supported"
"SST SD",-0.0113085144991143,0.0250663584871413,-0.0604376743574811,0.0378206453592526,"Teve","Not supported"
"SIC mean",-0.0761213975096268,0.0404968369465863,-0.155493739412727,0.00325094439347323,"Teve","Not supported"
"log chla mean",-0.0234834087306826,0.0218698800727995,-0.0663475860195799,0.0193807685582146,"Teve","Not supported"
"Depth",0.172181721114369,0.0258059843650029,0.12160292117336,0.222760521055378,"Teve","Supported"
"SBT mean",0.26313655645721,0.05915562495826,0.147193662056061,0.379079450858358,"Tric","Supported"
"SBT SD",-0.0347546645110661,0.0316288290353587,-0.0967460302935439,0.0272367012714117,"Tric","Not supported"
"SST SD",-0.0404801003114081,0.0282552309526079,-0.095859335353381,0.0148991347305647,"Tric","Not supported"
"SIC mean",0.0300981567630111,0.0507834424370039,-0.0694355614244795,0.129631874950502,"Tric","Not supported"
"log chla mean",0.00633961682747128,0.0225855173934593,-0.0379271838359119,0.0506064174908545,"Tric","Not supported"
"Depth",0.0257927254092337,0.0269582853384304,-0.027044542939044,0.0786299937575115,"Tric","Not supported"
